biolink:ChemicalSubstance,CHEBI:136043,MESH:C583175
biolink:ChemicalSubstance,CHEBI:6801,MESH:D008687
biolink:ChemicalSubstance,CHEBI:47612,MESH:D001629
biolink:Disease,MONDO:0005148,DOID:9352
biolink:Disease,MONDO:0011122,DOID:9970
biolink:PhenotypicFeature,HP:0004324,NCIT:C62754
